1 -4.11641757
2 -3.79444869
3 -3.79444869
4 -3.79444869
5 -3.42761028
6 -3.42761028
7 -3.42761028
8 -3.33929301
9 -3.10549661
10 -3.10549661
11 -3.10549661
12 -3.05929252
13 -3.05929252
14 -3.05929252
15 -3.00058479
16 -2.85563572
17 -2.85563572
18 -2.85563572
19 -2.82091199
20 -2.82091199
